Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,Workout_Type,diet_type,Carbs,Proteins,Fats,Calories,pct_carbs,protein_per_kg,lean_mass_kg,cal_balance,Calories_Burned,Burns Calories (per 30 min),Burns_Calories_Bin,cluster
34.78,Female,55.21,1.56,22.68655489809336,24.80519904063896,2.7,5.01,Advanced,Strength,Paleo,203.91,81.07,54.37,1549.0,0.6008840430234271,1.4683934069914868,41.51504960966323,-458.76,2007.76,351.71,High,0
47.6,Male,52.03,1.66,18.881550297575846,23.16116091992181,1.79,3.01,Beginner,Yoga,Vegan,205.6,81.71,54.15,1586.0,0.6021203069173549,1.5704401306938303,39.979247973364686,1097.6,488.4,335.16,Low,0
52.96,Male,68.25,1.7,23.615916955017305,27.638139918029623,2.41,4.02,Intermediate,Cardio,Vegetarian,253.36,100.49,67.58,2011.0,0.6011911824027716,1.4723809523809523,49.38696950594478,993.4,1017.6,362.85,Very High,0
57.94,Female,74.26,1.75,24.248163265306125,25.30522745273223,2.91,1.99,Beginner,HIIT,Low-Carb,199.15,79.29,52.94,1901.0,0.6009716941275877,1.0677349851871802,55.468338093601055,580.9000000000001,1320.1,334.49,Low,0
31.02,Female,76.5,1.62,29.149519890260624,28.45861920566745,2.29,4.0,Intermediate,HIIT,Keto,311.01,124.52,83.14,2096.0,0.5996298224304472,1.6277124183006535,54.7291563076644,262.73,1833.27,344.26,Medium,0
36.6,Male,48.44,1.67,17.368855104162932,22.84855958699893,3.0,2.02,Beginner,Strength,Vegan,289.3,116.44,77.23,1249.0,0.5990020084063192,2.4037985136251034,37.372157736057716,-135.74,1384.74,351.88,High,0
44.96,Female,40.48,1.57,16.422572923850865,20.47142104589847,2.61,2.01,Beginner,Cardio,Vegan,220.01,88.4,58.17,1090.0,0.6001691308854821,2.1837944664031625,32.193168760620296,-203.5999999999999,1293.6,337.55,Low,0
39.64,Female,93.91,1.93,25.211415071545545,26.653060194772067,2.01,3.02,Beginner,Cardio,Vegan,256.54,102.3,68.18,2314.0,0.6007681139056719,1.089340858268555,68.88011117108954,1098.5,1215.5,360.81,Very High,1
28.89,Male,48.53,1.57,19.688425493934844,21.32810216067427,2.58,3.0,Intermediate,HIIT,Balanced,186.72,74.68,50.03,1373.0,0.5995568827665929,1.5388419534308677,38.17947202142478,-378.21000000000004,1751.21,365.52,Very High,0
50.19,Female,51.55,1.71,17.629356041175065,21.086613544859027,2.9,1.99,Beginner,HIIT,Paleo,273.82,110.55,73.4,1385.0,0.5981606483605304,2.1445198836081474,40.67985071762517,-419.53999999999996,1804.54,342.88,Medium,0
39.07,Male,71.45,1.88,20.215595291987327,25.86958663667881,2.19,1.99,Beginner,Yoga,Vegan,256.06,101.38,68.59,1910.0,0.6010374856230782,1.4188943317004898,52.96618034809299,1540.74,369.26,366.87,Very High,0
22.94,Male,56.27,1.55,23.42143600416233,27.74494700204527,1.89,3.98,Intermediate,Cardio,Keto,213.05,85.8,57.76,1622.0,0.5974313676004599,1.5247911853563176,40.65791832194913,304.6099999999999,1317.39,358.33,High,0
45.2,Male,57.53,1.7,19.90657439446367,21.021863308203933,2.0,3.04,Beginner,Yoga,Paleo,137.72,55.58,36.93,1644.0,0.5981844242713807,0.9661046410568399,45.43612203879027,1017.57,626.43,336.95,Low,0
25.43,Female,56.9,1.58,22.792821663194996,26.63528159562232,2.19,3.03,Intermediate,Yoga,Vegetarian,219.79,88.89,58.55,1450.0,0.5985077471884105,1.5622144112478031,41.7445247720909,472.42999999999995,977.57,364.86,Very High,0
44.8,Female,58.15,1.72,19.65589507842077,18.190062190772466,3.1,4.01,Intermediate,Cardio,Vegetarian,196.05,79.17,52.83,1682.0,0.5976223136716964,1.3614789337919175,47.57247883606581,423.3499999999999,1258.65,336.64,Low,0
35.63,Male,124.05,1.69,43.43335317390848,35.0,2.08,3.98,Intermediate,Strength,Vegetarian,305.83,121.42,81.44,3283.0,0.6012109536259804,0.9787988714228134,80.63250000000001,1868.2,1414.8,367.85,Very High,1
56.77,Male,75.7,1.86,21.881142328592897,26.50165864416528,2.78,4.01,Intermediate,HIIT,Balanced,208.12,82.88,54.88,1994.0,0.6017115762692263,1.0948480845442536,55.638244406366894,490.45000000000005,1503.55,354.48,High,0
44.84,Female,52.27,1.85,15.272461650840029,21.855618035541745,2.51,3.02,Beginner,HIIT,Low-Carb,244.61,97.9,64.59,1476.0,0.6008597396217146,1.8729672852496653,40.84606845282233,14.559999999999945,1461.44,309.61,Low,0
33.88,Male,87.74,1.64,32.6219512195122,33.3441803467813,3.51,4.02,Advanced,Cardio,Low-Carb,244.82,98.97,65.21,2486.0,0.5985819070904647,1.127991793936631,58.48381616373408,499.5999999999999,1986.4,338.09,Medium,1
41.14,Female,101.12,1.83,30.194989399504312,30.21820636834668,3.22,2.01,Beginner,Yoga,Balanced,285.55,113.86,75.91,2552.0,0.6007531768072035,1.1259889240506329,70.56334972032784,2031.0700000000002,520.93,347.29,Medium,1
28.98,Female,125.22,2.0,31.305,30.51759993638455,3.09,4.01,Intermediate,Yoga,Keto,191.22,76.4,50.71,3093.0,0.6006973895014608,0.6101261779268488,87.00586135965928,2106.6,986.4,348.29,Medium,1
56.17,Male,68.94,1.68,24.426020408163268,28.99153657007445,2.11,2.0,Beginner,Yoga,Balanced,308.57,124.54,83.24,1872.0,0.5975985281301442,1.8064984044096317,48.953234688590676,1437.59,434.41,334.34,Low,0
50.22,Male,67.53,1.75,22.05061224489796,22.68529302444472,2.68,2.99,Beginner,Yoga,Low-Carb,252.91,101.29,67.92,1616.0,0.5991424239552734,1.4999259588331113,52.210621620592484,1173.4,442.6,335.88,Low,0
29.32,Female,107.02,1.81,32.66689051005769,32.335240171863234,2.5,3.99,Intermediate,HIIT,Low-Carb,265.72,105.74,71.16,2792.0,0.600334372599521,0.9880396187628481,72.41482596807197,1090.62,1701.38,377.64,Very High,1
54.01,Male,65.12,1.53,27.818360459652272,28.91947466378238,2.69,4.02,Advanced,HIIT,Vegan,222.26,89.78,58.77,1838.0,0.5993905234486665,1.3786855036855037,46.287638098944925,-634.0,2472.0,364.89,Very High,0
52.87,Female,114.92,1.92,31.17404513888889,32.40424641796816,2.21,4.02,Intermediate,HIIT,Vegan,263.15,105.78,71.04,3172.0,0.5981089619746801,0.9204664114166377,77.681040016471,1378.3,1793.7,373.29,Very High,1
23.57,Male,50.9,1.67,18.25092330309441,21.35966138688769,2.81,3.02,Beginner,Strength,Low-Carb,301.82,122.69,80.94,1516.0,0.5971312691660896,2.41041257367387,40.02793235407416,555.7,960.3,345.89,Medium,0
43.91,Male,124.51,1.85,36.37983929875821,35.0,3.49,4.01,Intermediate,Strength,Keto,252.98,100.98,67.55,3297.0,0.6001755592987118,0.8110191952453618,80.9315,1849.8,1447.2,349.13,High,1
26.72,Male,108.84,1.81,33.22242910778059,32.888493344644644,2.5,3.99,Intermediate,Strength,Balanced,245.88,98.54,65.54,2733.0,0.5997658308127621,0.9053656743844175,73.04416384368878,1242.6,1490.4,372.29,Very High,1
19.19,Male,64.8,1.52,28.047091412742382,29.28879504952234,2.4,3.03,Beginner,Yoga,Balanced,172.75,68.22,45.76,1875.0,0.6024831723223939,1.0527777777777778,45.820860807909526,1063.94,811.06,365.86,Very High,0
40.07,Female,69.11,1.55,28.765868886576477,30.03622747926929,1.49,2.99,Beginner,HIIT,Keto,280.18,112.24,74.75,1797.0,0.5997388530941627,1.624077557517002,48.351963189077,771.3,1025.7,352.98,High,0
54.52,Female,85.52,1.79,26.69080240941294,26.04981521943296,2.42,3.0,Intermediate,HIIT,Paleo,254.83,101.55,67.79,2205.0,0.6007732748662094,1.1874415341440598,63.24219802434093,632.8900000000001,1572.11,367.7,Very High,1
59.01,Male,96.31,1.71,32.936630074210875,33.94524600521477,2.91,3.0,Beginner,HIIT,Balanced,274.56,110.54,73.43,2739.0,0.5987830676291628,1.1477520506697125,63.61733357237766,2049.3,689.7,367.06,Very High,1
24.89,Male,65.58,1.76,21.171229338842974,20.531490626975565,2.6,3.01,Beginner,Cardio,Low-Carb,287.28,115.88,76.71,1851.0,0.5986621376622835,1.7670021347971943,52.11544844682942,1073.78,777.22,351.12,High,0
37.72,Female,90.49,1.77,28.88378179961058,29.973681940438496,3.42,2.0,Beginner,HIIT,Vegan,223.01,90.23,59.92,2126.0,0.5976256833529853,0.997126754337496,63.366815212097194,1170.1,955.9,356.32,High,1
20.94,Female,96.23,1.72,32.52771768523527,34.727591755382655,2.8,3.0,Beginner,HIIT,Low-Carb,192.58,78.48,51.64,2560.0,0.5967771924387977,0.8155460874987011,62.81163845379528,1039.56,1520.44,342.78,Medium,1
28.33,Female,58.68,2.0,14.67,19.21511312570017,2.98,4.01,Intermediate,Yoga,Low-Carb,311.65,124.21,82.71,1793.0,0.6009796170237384,2.1167348329925018,47.40457161783914,842.6,950.4,332.64,Low,0
22.08,Female,71.36,1.93,19.1575612768128,20.417036325142107,2.9,4.02,Intermediate,HIIT,Paleo,217.85,87.36,57.89,1766.0,0.5999724593775819,1.2242152466367713,56.790402878378586,-108.40000000000009,1874.4,337.16,Low,0
36.68,Male,70.21,1.77,22.410546139359695,29.397057826961767,1.69,1.99,Beginner,Strength,Paleo,186.12,74.56,49.87,1892.0,0.5993237803896313,1.0619569861843043,49.570325699690144,911.01,980.99,352.19,High,0
53.01,Male,94.9,1.95,24.95726495726496,24.15740213351623,3.5,2.98,Beginner,HIIT,Vegetarian,162.65,65.02,43.52,2380.0,0.5997640030974594,0.6851422550052686,71.9746253752931,1291.99,1088.01,369.96,Very High,1
56.24,Female,109.1,1.66,39.59210335317172,35.0,3.1,2.94,Intermediate,Strength,Balanced,264.77,106.42,70.43,2725.0,0.5995425931796566,0.975435380384968,70.91499999999999,1341.45,1383.55,371.72,Very High,1
22.15,Female,86.26,1.9,23.894736842105264,23.81550600296948,3.51,4.99,Advanced,Cardio,Low-Carb,249.5,99.78,66.79,2355.0,0.5996587112745452,1.1567354509622072,65.71674452183854,368.5999999999999,1986.4,342.61,Medium,1
43.12,Female,47.92,1.61,18.486941090235714,22.26541164583632,2.39,2.01,Beginner,Strength,Balanced,285.19,114.13,75.8,1335.0,0.6002483583094796,2.381677796327212,37.25041473931524,76.55999999999995,1258.44,327.63,Low,0
34.3,Male,48.07,1.61,18.54480922803904,22.184166539024588,1.7,2.98,Intermediate,Cardio,Paleo,232.7,93.87,62.07,1456.0,0.5987546315356114,1.952777199916788,37.406071144690884,477.62,978.38,341.05,Medium,0
34.11,Male,67.72,1.68,23.993764172335606,25.00236785924242,3.41,1.97,Beginner,Strength,Balanced,426.93,171.09,114.22,1785.0,0.5994187352577782,2.5264323685764913,50.78839648572104,1131.01,653.99,364.58,Very High,0
28.13,Male,62.52,1.62,23.822588020118882,28.3711636224109,1.9,1.98,Beginner,Cardio,Low-Carb,219.63,87.45,59.01,1695.0,0.5999344423502417,1.3987523992322457,44.78234850326871,1095.51,599.49,342.12,Medium,0
54.32,Male,117.19,1.62,44.65401615607376,35.0,2.29,4.02,Intermediate,HIIT,Vegan,253.34,99.52,67.46,3163.0,0.6027312523791397,0.8492192166567113,76.1735,1792.49,1370.51,356.46,High,1
40.22,Female,56.41,1.71,19.29140590267091,20.28094303610168,2.7,4.97,Advanced,Cardio,Balanced,191.17,77.02,51.15,1483.0,0.5986409469530908,1.36536075163978,44.96952003333504,-461.79999999999995,1944.8,343.22,Medium,0
26.72,Male,63.2,1.52,27.354570637119114,33.81765710348279,2.08,4.02,Intermediate,Strength,Keto,203.72,81.36,54.38,1687.0,0.6001296176279974,1.2873417721518987,41.82724071059888,391.0,1296.0,337.66,Medium,0
53.57,Male,51.57,1.7,17.844290657439448,19.916203820842536,3.51,3.0,Intermediate,Cardio,Low-Carb,367.82,147.1,98.02,1567.0,0.6000913629392763,2.8524335854178786,41.299213689591504,464.8399999999999,1102.16,315.21,Low,0
20.17,Female,50.33,1.58,20.161031885915715,23.186248267520693,1.61,2.01,Beginner,Strength,Vegan,290.39,115.96,77.05,1353.0,0.6007240380637153,2.303993641963044,38.66036124695683,866.5799999999999,486.42,347.92,Medium,0
35.44,Male,121.73,1.93,32.680071948240226,34.152588048360975,3.4,2.98,Intermediate,HIIT,Keto,207.54,83.61,54.86,3277.0,0.5998092540678015,0.6868479421670911,80.15605456873018,1308.56,1968.44,375.57,Very High,1
44.43,Male,59.65,1.51,26.161133283627912,26.03542862844576,1.9,4.03,Intermediate,HIIT,Vegetarian,235.87,93.95,63.42,1912.0,0.5998118197538399,1.5750209555741828,44.1198668231321,405.95000000000005,1506.05,332.45,Low,0
25.2,Male,77.38,1.55,32.20811654526534,35.0,1.7,2.01,Beginner,Strength,Vegetarian,225.88,90.59,60.99,2013.0,0.5984210247443437,1.1707159472731974,50.297,1478.8899999999999,534.11,351.83,High,0
41.85,Male,86.92,1.78,27.43340487312208,28.74958746721549,3.51,4.01,Advanced,HIIT,Vegetarian,361.39,145.35,96.91,2436.0,0.5986747287335377,1.6722273354809019,61.93085857349629,-97.05000000000018,2533.05,364.11,Very High,1
46.27,Female,51.93,1.65,19.07438016528926,18.77435119223128,1.91,2.03,Beginner,Yoga,Paleo,189.44,75.59,50.17,1436.0,0.601015228426396,1.4556133256306567,42.180479425874296,981.4300000000001,454.57,329.4,Low,0
23.1,Female,81.24,1.85,23.737034331628923,24.561180065366667,3.49,3.99,Advanced,Strength,Keto,191.83,76.78,51.68,2328.0,0.5989259733366636,0.9451009354997539,61.28649731489611,456.0,1872.0,353.55,High,1
41.7,Female,86.99,1.77,27.766606019981484,27.994990377921507,3.47,4.0,Advanced,Cardio,Low-Carb,361.84,145.63,96.64,2400.0,0.5989637648772574,1.6741004713185423,62.63715787024608,536.97,1863.03,365.22,Very High,1
21.03,Male,72.81,1.68,25.797193877551024,28.86463756977555,1.8,2.95,Intermediate,Strength,Keto,308.4,123.08,82.47,1962.0,0.6000583714369102,1.6904271391292405,51.79365738544642,667.0799999999999,1294.92,355.81,High,0
57.09,Male,75.56,1.66,27.42052547539556,30.660910386962847,1.8,3.02,Intermediate,HIIT,Vegetarian,272.2,110.18,73.49,2015.0,0.59710005045298,1.4581789306511381,52.39261611161088,615.8,1399.2,361.93,Very High,0
45.92,Female,56.72,1.6,22.156249999999996,30.03872256320233,1.61,2.96,Beginner,Cardio,Vegan,254.04,101.75,67.46,1670.0,0.6002126402835204,1.7938998589562765,39.68203656215164,894.9,775.1,348.94,High,0
58.12,Male,103.4,1.66,37.5235883292205,35.0,3.08,2.98,Beginner,Yoga,Balanced,222.74,88.99,59.34,2711.0,0.6002641011129974,0.8606382978723404,67.21000000000001,1826.6,884.4,343.94,Medium,1
43.16,Male,65.37,1.66,23.722601248366963,27.68059778676571,2.7,3.95,Advanced,Cardio,Vegetarian,334.73,134.47,89.5,1956.0,0.5991229640236263,2.057059813370047,47.27519322679126,3.8099999999999454,1952.19,341.13,Medium,0
55.86,Male,109.73,1.66,39.82072869792423,33.34541114052355,3.1,3.01,Intermediate,Yoga,Vegetarian,263.11,106.54,70.5,2778.0,0.5977734863114847,0.9709286430328989,73.14008035550351,1851.52,926.48,370.41,Very High,1
19.28,Male,88.78,1.77,28.337961632991796,28.091740257164908,3.69,4.01,Intermediate,HIIT,Low-Carb,251.51,101.11,67.2,2545.0,0.5990900862274308,1.1388826312232485,63.840152999688996,565.0,1980.0,319.87,Low,1
38.92,Female,61.36,1.65,22.538108356290177,30.818604129410105,1.72,2.97,Beginner,Strength,Low-Carb,226.55,90.37,60.47,1814.0,0.6003073743342432,1.4727835723598437,42.44970450619395,904.86,909.14,329.2,Low,0
21.21,Male,111.39,1.69,39.000735268372964,34.633840864962494,2.69,3.01,Beginner,HIIT,Vegetarian,206.89,83.24,55.37,3142.0,0.5988133140376266,0.7472843163659215,72.81136466051828,1859.4,1282.6,352.75,High,1
33.13,Male,69.09,1.75,22.560000000000002,24.32872188774428,1.7,1.97,Beginner,HIIT,Keto,203.04,81.09,54.0,1792.0,0.6004791056694171,1.1736864958749458,52.28128604775748,751.4000000000001,1040.6,367.74,Very High,0
44.99,Female,64.3,1.54,27.11249789171867,29.471195623343178,2.71,4.01,Advanced,Cardio,Keto,222.86,88.52,59.52,1677.0,0.6008627662442708,1.3766718506998445,45.35002121419034,-46.74000000000001,1723.74,367.0,Very High,0
53.74,Female,116.29,2.0,29.0725,30.96819487239429,3.09,2.97,Beginner,Cardio,Low-Carb,306.79,123.03,81.98,3085.0,0.5994333724110981,1.0579585518961216,80.27708618289269,2090.6,994.4,362.31,Very High,1
42.25,Female,88.19,1.93,23.675803377271873,24.598943353731222,3.5,4.02,Advanced,Yoga,Paleo,226.93,90.49,60.75,2317.0,0.6000740407753127,1.0260800544279396,66.49619185634442,1006.5999999999999,1310.4,341.29,Medium,1
41.94,Male,64.56,1.65,23.713498622589537,28.506504723218164,2.8,3.02,Intermediate,Cardio,Vegetarian,303.0,120.28,80.29,1739.0,0.6017038346208075,1.8630731102850062,46.15620055069036,683.0,1056.0,363.83,Very High,0
44.95,Male,89.51,1.81,27.322120814382956,29.92812134974186,3.51,4.99,Advanced,HIIT,Vegan,285.97,114.12,75.89,2599.0,0.6008025547291903,1.2749413473354931,62.72133857984607,169.8699999999999,2429.13,356.77,High,1
51.11,Female,70.99,1.55,29.54838709677419,32.00356721072708,1.58,3.01,Beginner,HIIT,Keto,180.86,72.63,48.23,1857.0,0.5994299350391091,1.0231018453303282,48.27066763710484,147.79999999999995,1709.2,337.01,Low,0
44.97,Male,93.32,1.91,25.58043913269921,26.89745383190544,3.68,3.0,Intermediate,Yoga,Vegetarian,243.18,97.46,64.93,2756.0,0.5996005621717583,1.044363480497214,68.21929608406583,2016.87,739.13,359.55,High,1
22.83,Male,121.89,1.85,35.61431701972242,33.77215598811268,3.62,1.99,Beginner,Strength,Keto,278.16,110.92,74.32,2989.0,0.6002589555459646,0.9100008204118467,80.72511906608946,2286.1,702.9,376.32,Very High,1
42.9,Female,68.36,1.52,29.587950138504155,28.377810252099337,2.6,4.01,Intermediate,HIIT,Vegetarian,285.63,114.54,76.4,1986.0,0.5993453217785424,1.6755412521942659,48.960928911664894,111.59999999999991,1874.4,347.32,Medium,0
35.32,Female,102.85,1.94,27.32755872037411,29.3129132835776,2.39,2.01,Beginner,Cardio,Keto,241.68,97.03,64.31,2647.0,0.5996724728301325,0.9434127369956248,72.70166868784044,1923.4299999999998,723.57,350.14,High,1
41.84,Female,46.99,1.77,14.99888282422037,20.19006843812875,2.62,2.0,Beginner,Strength,Paleo,309.34,123.2,81.59,1339.0,0.6016766187540116,2.621834432858055,37.5026868409233,734.55,604.45,326.74,Low,0
18.96,Male,56.49,1.87,16.154308101461293,19.83290175959488,3.68,3.02,Beginner,Yoga,Keto,275.65,110.4,74.11,1543.0,0.5990307719054242,1.9543281996813595,45.28639379600485,1133.8,409.2,333.58,Low,0
50.22,Female,61.39,1.75,20.045714285714286,19.52729007897585,2.19,4.02,Intermediate,Cardio,Vegan,249.97,100.04,66.87,1749.0,0.5996209940510459,1.6295813650431668,49.402196620516726,580.73,1168.27,364.55,Very High,0
18.68,Male,127.28,1.93,34.170044833418345,31.20312152048924,2.97,4.0,Intermediate,HIIT,Vegan,232.6,93.56,62.28,3401.0,0.5988054783235507,0.7350722815839095,87.5646669287213,1732.26,1668.74,341.71,Medium,1
19.5,Male,48.81,1.52,21.12621191135734,24.403181309542912,1.61,2.02,Beginner,HIIT,Paleo,177.18,70.4,47.36,1363.0,0.6007323523428494,1.4423273919278836,36.89880720281211,213.5,1149.5,364.36,Very High,0
50.1,Male,64.9,1.79,20.255297899566184,21.169478569416707,2.39,3.98,Intermediate,HIIT,Low-Carb,328.02,131.05,87.62,1820.0,0.6000109751413049,2.0192604006163326,51.16100840844856,278.1700000000001,1541.83,337.4,Low,0
26.88,Male,76.09,1.97,19.606276894534773,20.028289417830024,2.29,1.99,Beginner,Cardio,Balanced,301.58,120.03,80.79,2270.0,0.6002786624203821,1.577474043895387,60.85047458197314,1275.6,994.4,353.4,High,0
25.11,Male,59.13,1.51,25.933073110828474,24.79603930539277,2.72,5.03,Advanced,Cardio,Paleo,241.34,97.95,64.74,1634.0,0.5973318812959434,1.656519533231862,44.468101958721256,-52.09999999999991,1686.1,329.72,Low,0
54.54,Female,87.52,1.88,24.76233589859665,24.83431661013296,2.6,3.99,Intermediate,Strength,Vegetarian,176.25,70.6,47.37,2472.0,0.5990415335463259,0.806672760511883,65.78500610281164,1173.84,1298.16,342.21,Medium,1
44.98,Female,64.66,1.78,20.407776795859107,23.13405498038188,2.3,3.01,Beginner,Yoga,Paleo,287.64,115.37,76.75,1788.0,0.5995497748874437,1.784256108877204,49.70152004968507,818.68,969.32,345.08,Medium,0
31.53,Male,70.5,1.62,26.86328303612254,27.18756820215496,1.8,1.98,Beginner,Strength,Paleo,201.94,80.41,53.45,1972.0,0.6013698630136987,1.1405673758865247,51.33276441748076,732.25,1239.75,364.27,Very High,0
51.85,Male,65.99,1.52,28.562153739612185,28.10519037665557,2.3,4.02,Intermediate,Strength,Keto,240.81,95.09,63.86,1700.0,0.6023864318591154,1.4409759054402185,47.44338487044498,328.4000000000001,1371.6,338.6,Medium,0
29.56,Female,62.58,1.92,16.975911458333332,21.42684725032421,3.59,2.01,Beginner,Cardio,Keto,311.79,125.29,83.86,1740.0,0.5985142242868661,2.0020773410035155,49.171078990747105,746.5,993.5,359.55,High,0
31.36,Female,63.0,1.63,23.711844630960897,25.203403019089084,2.7,4.99,Advanced,HIIT,Keto,217.85,86.82,57.91,1900.0,0.6008329196315297,1.378095238095238,47.12185609797388,-471.9699999999998,2371.97,330.07,Low,0
35.33,Male,56.32,1.56,23.14266929651545,22.378625909931984,2.69,5.0,Advanced,Strength,Balanced,206.71,80.86,54.69,1783.0,0.6039560567989248,1.4357244318181819,43.71635788752631,-206.0,1989.0,352.57,High,0
18.0,Male,67.45,1.6,26.347656249999996,29.22575818191945,2.41,3.04,Beginner,Yoga,Paleo,249.62,99.9,66.72,1806.0,0.5997020949452239,1.4810971089696072,47.73722610629533,1409.6399999999999,396.36,347.95,Medium,0
53.51,Female,53.11,1.74,17.54194741709605,20.592008813429423,1.82,3.0,Intermediate,Cardio,Balanced,289.28,114.66,77.03,1518.0,0.6014512339646964,2.158915458482395,42.17358411918764,202.79999999999995,1315.2,358.19,High,0
52.11,Male,104.79,1.62,39.929126657521714,35.0,3.19,2.98,Beginner,HIIT,Low-Carb,268.27,107.41,72.15,2830.0,0.59904428019561,1.0250023857238286,68.1135,1185.9,1644.1,348.04,Medium,1
37.22,Female,66.35,1.76,21.41980888429752,21.9690969136468,2.11,4.01,Intermediate,HIIT,Keto,197.18,78.4,52.43,1904.0,0.6011402091399651,1.1816126601356445,51.77350419779534,86.95000000000005,1817.05,360.84,Very High,0
56.27,Male,109.27,1.66,39.65379590651764,35.0,3.09,3.01,Intermediate,HIIT,Low-Carb,263.47,104.84,71.0,2803.0,0.5997359495572603,0.9594582227509839,71.0255,1111.99,1691.01,370.49,Very High,1
35.19,Male,86.22,1.85,25.192111029948865,25.109416655180603,3.49,5.03,Advanced,Yoga,Paleo,165.45,65.52,43.62,2318.0,0.6025346880804108,0.7599164926931106,64.57066095990328,921.8,1396.2,354.36,High,1
40.26,Male,51.29,1.82,15.484241033691582,18.53563055717103,3.02,3.02,Beginner,Cardio,Vegetarian,223.82,88.32,59.21,1300.0,0.6027198061128316,1.7219730941704035,41.78307508722698,499.20000000000005,800.8,347.19,Medium,0
36.08,Male,84.62,1.94,22.48379211393347,20.80853701422433,3.5,4.99,Advanced,Yoga,Vegan,245.75,98.95,65.3,2363.0,0.599390243902439,1.1693453084377214,67.01181597856336,955.76,1407.24,366.52,Very High,1
43.06,Male,41.05,1.74,13.558594266085347,16.61313454944852,2.2,3.04,Intermediate,Strength,Vegetarian,223.65,89.19,60.04,1100.0,0.5997908174211541,2.172716199756395,34.23030826745138,-518.6500000000001,1618.65,331.63,Low,0
30.98,Male,58.27,1.73,19.46941093922283,20.618489657902085,1.82,3.01,Intermediate,HIIT,Paleo,311.57,123.18,82.58,1687.0,0.602265478514681,2.113952291058864,46.255606076340456,159.6300000000001,1527.37,367.98,Very High,0
18.18,Male,58.56,1.61,22.591720998418268,23.188701886515272,2.71,3.99,Advanced,Cardio,Vegan,233.27,92.38,61.39,1530.0,0.6027025630425796,1.5775273224043715,44.98069617525666,-449.03999999999996,1979.04,334.63,Low,0
49.52,Male,96.61,1.72,32.656165494862094,32.786151091334546,2.7,2.99,Intermediate,HIIT,Vegan,300.44,120.38,80.3,2525.0,0.599537037037037,1.2460407825276887,64.93529943066169,594.5899999999999,1930.41,355.45,High,1
23.34,Male,47.4,1.6,18.515624999999996,22.289789871574893,1.6,3.02,Beginner,HIIT,Vegan,270.96,107.86,72.39,1407.0,0.6005186055273597,2.2755274261603375,36.8346396008735,486.55999999999995,920.44,343.63,Medium,0
53.72,Female,63.47,1.69,22.222611253107388,23.20678264127289,2.71,4.01,Advanced,Strength,Keto,183.58,73.38,49.17,2031.0,0.599679874563094,1.1561367575232393,48.74065505758409,43.52999999999997,1987.47,337.34,Low,0
18.0,Male,92.22,1.74,30.45977011494253,34.38939472765047,3.12,1.99,Beginner,HIIT,Vegan,282.35,113.0,75.43,2200.0,0.5997493521390034,1.2253307308609847,60.506100182160736,493.9000000000001,1706.1,347.54,Medium,1
36.69,Male,69.42,1.5,30.853333333333335,32.2325897079264,2.39,1.99,Beginner,HIIT,Keto,259.44,103.14,68.57,1821.0,0.6017395338049403,1.4857389801210026,47.044136224757494,974.0,847.0,333.54,Low,0
23.19,Female,65.09,1.62,24.80185947264136,25.32328270299463,2.51,2.98,Intermediate,Strength,Vegetarian,207.81,82.3,55.19,1850.0,0.6018245004344048,1.2644031341219848,48.607075288620806,369.1700000000001,1480.83,361.97,Very High,0
49.63,Female,66.54,1.57,26.995009939551302,29.447930947764583,1.6,2.0,Beginner,Cardio,Keto,249.11,100.37,66.04,1919.0,0.599513862148633,1.5084159903817251,46.94534674735745,818.0,1101.0,333.42,Low,0
53.42,Female,47.81,1.6,18.675781249999996,19.71217755058933,2.31,3.99,Intermediate,Cardio,Vegetarian,243.6,96.75,64.07,1361.0,0.6023440977201918,2.0236352227567456,38.38560791306325,239.67000000000007,1121.33,337.48,Low,0
24.69,Female,112.66,1.96,29.32632236568097,30.429871037171992,2.5,1.96,Beginner,Strength,Vegetarian,216.39,85.74,57.77,3067.0,0.6012503473186996,0.7610509497603408,78.37770728952204,1652.59,1414.41,356.19,High,1
32.16,Female,63.0,1.63,23.711844630960897,23.88589232507524,2.68,5.02,Advanced,Yoga,Balanced,218.37,86.71,57.55,1857.0,0.6021840443427184,1.3763492063492062,47.9518878352026,554.4000000000001,1302.6,330.58,Low,0
56.08,Female,128.54,1.78,40.56937255397045,35.0,2.7,1.99,Beginner,Cardio,Balanced,173.03,70.31,46.57,3252.0,0.5968403987444378,0.5469892640423215,83.551,2125.6,1126.4,354.51,High,1
33.82,Female,112.1,1.85,32.753834915997075,32.44683518882963,3.59,4.0,Intermediate,Yoga,Vegan,280.62,113.02,75.36,3163.0,0.5983368869936034,1.008206958073149,75.72709775332198,2319.9,843.1,350.82,High,1
41.84,Male,86.48,1.81,26.39724062147065,28.33617758009265,3.5,4.99,Advanced,Cardio,Paleo,281.0,112.35,75.11,2353.0,0.599837766298083,1.2991443108233116,61.97487362873588,751.4000000000001,1601.6,357.64,High,1
18.13,Male,92.15,1.74,30.436649491346284,30.8708856209664,3.1,2.01,Beginner,Strength,Vegan,283.32,113.1,75.17,2202.0,0.6007760978816344,1.2273467173087356,63.70247890027946,797.48,1404.52,347.91,Medium,1
